Username,Order_ID,Date_,Subtotal,Tip,Time_
53773347,32566,5/24/2023,20,3.14,13:30
hnwdoktm2681@gmail.com,32567,5/24/2023,32.5,4.63,15:51
63252884,32568,5/24/2023,60,2.78,14:12
26475312,32569,5/24/2023,30,1.66,21:00
dxaenkpu3299@amazon.com,32570,5/24/2023,55,2.93,17:44
nmkidoym9408@gongcha.com,32571,5/24/2023,47.5,4.24,15:13
28488312,32572,5/24/2023,45,1.44,14:28
86349856,32573,5/24/2023,35,2.31,18:15
71854166,32574,5/24/2023,42.5,3.06,18:09
ikpussac3587@gongcha.com,32575,5/24/2023,25,1.78,19:12
28488312,32576,5/24/2023,10,2.2,14:54
86349856,32577,5/24/2023,10,3.56,11:14
68164488,32578,5/24/2023,10,1.4,16:31
qddpnwur1048@youtube.com,32579,5/24/2023,10,0.76,21:11
77235905,32580,5/24/2023,60,2.9,17:31
ydylbckb5048@gongcha.com,32581,5/24/2023,12.5,4.37,12:12
csgjhmmq6539@tamu.com,32582,5/24/2023,57.5,2.97,14:26
bzfegiox1878@microsoft.com,32583,5/24/2023,55,1.45,16:01
68164488,32584,5/24/2023,55,2.48,17:07
97465710,32585,5/24/2023,40,1.5,17:30
54315149,32586,5/24/2023,35,4.84,11:28
qddpnwur1048@youtube.com,32587,5/24/2023,12.5,2.81,21:16
63252884,32588,5/24/2023,32.5,4.13,19:14
gmlfplgb5415@amongus.com,32589,5/24/2023,10,1.4,18:56
26475312,32590,5/24/2023,20,2.67,16:37
68467298,32591,5/24/2023,32.5,5,17:28
ksivzavk0512@outlook.com,32592,5/24/2023,37.5,2.23,11:54
qhxpyyhy3771@outlook.com,32593,5/24/2023,20,0.84,11:33
rpuuikvb0197@youtube.com,32594,5/24/2023,22.5,1.92,20:51
bstibhih7500@microsoft.com,32595,5/24/2023,35,0.21,17:35
acnwixtn4093@gmail.com,32596,5/24/2023,22.5,0.99,21:48
yzmbdcsd4318@outlook.com,32597,5/24/2023,20,4.33,11:44
fnhqoyuj3254@team9b.com,32598,5/24/2023,60,0.17,22:44
22079174,32599,5/24/2023,55,2.58,20:50
miqyozhi2562@gongcha.com,32600,5/24/2023,12.5,3.09,15:14
nmkidoym9408@gongcha.com,32601,5/24/2023,32.5,4.06,20:08
bvlhhapp2329@outlook.com,32602,5/24/2023,25,1.18,16:55
36309511,32603,5/24/2023,42.5,4.65,15:48
68467298,32604,5/24/2023,45,3.58,21:05
fnhqoyuj3254@team9b.com,32605,5/24/2023,10,2.05,14:17
bqameafc6423@microsoft.com,32606,5/24/2023,10,4.71,17:46
lulymimp4994@microsoft.com,32607,5/24/2023,45,3.19,18:02
miqyozhi2562@gongcha.com,32608,5/24/2023,10,1.65,21:48
botlwdwc8212@gongcha.com,32609,5/24/2023,47.5,3.69,22:02
91143424,32610,5/25/2023,12.5,4.11,16:05
wscfsmmm9270@team9b.com,32611,5/25/2023,22.5,2.58,21:08
hnwdoktm2681@gmail.com,32612,5/25/2023,50,4.56,18:56
02212372,32613,5/25/2023,10,4.68,19:12
88223286,32614,5/25/2023,42.5,2.47,15:15
uzgolapa6273@hotmail.com,32615,5/25/2023,25,3.86,18:23
uzgolapa6273@hotmail.com,32616,5/25/2023,12.5,4.55,12:09
qddpnwur1048@youtube.com,32617,5/25/2023,52.5,3.31,12:39
53773347,32618,5/25/2023,55,3.13,21:56
26475312,32619,5/25/2023,10,2.6,19:18
bqameafc6423@microsoft.com,32620,5/25/2023,10,1.42,19:19
lulymimp4994@microsoft.com,32621,5/25/2023,22.5,0.69,11:41
88744860,32622,5/25/2023,12.5,3.73,14:20
34172948,32623,5/25/2023,57.5,0.98,18:23
nddaftql1388@yahoo.com,32624,5/25/2023,32.5,0.08,13:27
iuaaeaiu9436@yahoo.com,32625,5/25/2023,22.5,0.42,21:41
45823849,32626,5/25/2023,47.5,2.7,20:00
88744860,32627,5/25/2023,30,2.89,21:45
86349856,32628,5/25/2023,57.5,0.09,22:54
86349856,32629,5/25/2023,55,3.78,18:11
qddpnwur1048@youtube.com,32630,5/25/2023,52.5,0.14,12:46
pjzswqpn6865@mojang.com,32631,5/25/2023,60,4.54,11:56
91143424,32632,5/25/2023,57.5,4.61,13:32
eouqsbuj0665@mojang.com,32633,5/25/2023,10,0.51,18:37
miqyozhi2562@gongcha.com,32634,5/25/2023,32.5,2.5,20:54
02212372,32635,5/25/2023,22.5,2.96,20:16
wlmomoox5344@yahoo.com,32636,5/25/2023,55,2.48,19:58
fqvfyfez3999@amongus.com,32637,5/25/2023,22.5,4.14,16:09
53597775,32638,5/25/2023,12.5,2.91,14:29
csgjhmmq6539@tamu.com,32639,5/25/2023,32.5,3.23,21:39
ydylbckb5048@gongcha.com,32640,5/25/2023,12.5,4.42,13:11
bzfegiox1878@microsoft.com,32641,5/25/2023,25,1.48,13:49
tzerdgmu7305@hotmail.com,32642,5/25/2023,10,3.6,19:17
qhxpyyhy3771@outlook.com,32643,5/25/2023,22.5,1.21,15:07
07559614,32644,5/25/2023,10,4.31,12:07
gtkvyvui9206@tamu.com,32645,5/25/2023,32.5,1.51,21:29
uzgolapa6273@hotmail.com,32646,5/25/2023,12.5,3.96,22:11
88223286,32647,5/25/2023,10,2.75,16:34
tzerdgmu7305@hotmail.com,32648,5/25/2023,45,0.81,19:57
27368406,32649,5/25/2023,37.5,2.32,18:09
09166541,32650,5/25/2023,10,4.59,13:17
53773347,32651,5/25/2023,22.5,2.91,20:21
bqxcmhxj0406@yahoo.com,32652,5/25/2023,22.5,2.78,14:11
gvnebals4363@microsoft.com,32653,5/25/2023,45,3.6,20:01
55318110,32654,5/25/2023,55,3.17,12:43
53597775,32655,5/25/2023,57.5,0.92,17:58
86349856,32656,5/25/2023,12.5,0.67,22:03
07559614,32657,5/25/2023,45,2.59,19:25
29884709,32658,5/25/2023,50,2.56,14:24
tzerdgmu7305@hotmail.com,32659,5/25/2023,55,0.02,15:55
pjzswqpn6865@mojang.com,32660,5/25/2023,12.5,0.1,13:33
68164488,32661,5/25/2023,50,0.97,15:28
54315149,32662,5/25/2023,55,3.54,20:00
eouqsbuj0665@mojang.com,32663,5/25/2023,25,2.28,18:53
54315149,32664,5/25/2023,45,4.21,20:22
45823849,32665,5/25/2023,57.5,1.64,14:27
fqvfyfez3999@amongus.com,32666,5/25/2023,42.5,2.23,21:29
88744860,32667,5/25/2023,22.5,4.64,20:04
42076180,32668,5/25/2023,47.5,1.08,17:51
02212372,32669,5/25/2023,32.5,0.73,14:04
fqvfyfez3999@amongus.com,32670,5/25/2023,20,0.72,14:55
36309511,32671,5/25/2023,55,4.11,13:05
uzgolapa6273@hotmail.com,32672,5/25/2023,35,4.82,16:40
knrlplvg2781@yahoo.com,32673,5/25/2023,12.5,4.76,20:49
nkhvynwi0877@gmail.com,32674,5/25/2023,32.5,4.63,20:17
miqyozhi2562@gongcha.com,32675,5/25/2023,22.5,4.09,16:41
65573512,32676,5/25/2023,42.5,4.52,20:40
12856702,32677,5/25/2023,35,1.04,17:48
28488312,32678,5/25/2023,35,2.89,17:08
csgjhmmq6539@tamu.com,32679,5/25/2023,22.5,2.58,17:53
nkhvynwi0877@gmail.com,32680,5/25/2023,42.5,1.39,19:40
blmqchbj1685@gmail.com,32681,5/25/2023,32.5,2.42,19:06
yvjrmvxh4164@youtube.com,32682,5/25/2023,47.5,4.52,18:56
nkhvynwi0877@gmail.com,32683,5/25/2023,62.5,3.18,19:52
hzzhsywz9701@tamu.com,32684,5/25/2023,57.5,1.35,11:47
68164488,32685,5/25/2023,22.5,0,14:52
91143424,32686,5/25/2023,20,3.06,18:32
55318110,32687,5/25/2023,25,3.16,12:30
ikpussac3587@gongcha.com,32688,5/25/2023,57.5,2.91,19:13
evbcmjsk8537@amazon.com,32689,5/25/2023,57.5,3.61,21:19
uzgolapa6273@hotmail.com,32690,5/25/2023,37.5,2.73,15:23
42076180,32691,5/25/2023,12.5,4.32,14:47
knrlplvg2781@yahoo.com,32692,5/25/2023,12.5,3.97,11:12
dxaenkpu3299@amazon.com,32693,5/25/2023,10,2.17,15:21
77235905,32694,5/25/2023,25,3.72,18:56
77235905,32695,5/25/2023,50,3.45,19:08
lulymimp4994@microsoft.com,32696,5/25/2023,42.5,3.1,16:46
acnwixtn4093@gmail.com,32697,5/25/2023,12.5,4.41,15:49
miqyozhi2562@gongcha.com,32698,5/25/2023,45,0.19,17:47
nmkidoym9408@gongcha.com,32699,5/25/2023,55,4.19,22:27
poeldyyi5038@yahoo.com,32700,5/25/2023,57.5,1.01,18:31
gvnebals4363@microsoft.com,32701,5/25/2023,42.5,3.46,19:09
fqvfyfez3999@amongus.com,32702,5/25/2023,47.5,1.38,14:06
uzgolapa6273@hotmail.com,32703,5/25/2023,55,2.05,13:22
wscfsmmm9270@team9b.com,32704,5/25/2023,47.5,2.35,15:43
26475312,32705,5/25/2023,12.5,2.56,13:54
wlmomoox5344@yahoo.com,32706,5/25/2023,10,1.62,21:37
gvnebals4363@microsoft.com,32707,5/25/2023,47.5,4.18,16:13
cbxdmrtx1642@gmail.com,32708,5/25/2023,12.5,1.91,13:35
tzerdgmu7305@hotmail.com,32709,5/25/2023,35,3.95,22:00
77235905,32710,5/25/2023,45,4.57,13:24
36309511,32711,5/25/2023,20,3.41,16:19
botlwdwc8212@gongcha.com,32712,5/25/2023,12.5,2.52,15:53
71854166,32713,5/25/2023,47.5,0.92,15:50
44395718,32714,5/25/2023,22.5,1.21,15:33
fqvfyfez3999@amongus.com,32715,5/25/2023,35,3.11,17:00
pjzswqpn6865@mojang.com,32716,5/25/2023,35,1.02,12:23
eouqsbuj0665@mojang.com,32717,5/25/2023,57.5,0.5,16:50
54315149,32718,5/25/2023,35,2.59,12:13
wlmomoox5344@yahoo.com,32719,5/26/2023,37.5,2.02,20:25
91143424,32720,5/26/2023,25,3.51,14:28
09404152,32721,5/26/2023,20,1.04,21:09
lulymimp4994@microsoft.com,32722,5/26/2023,57.5,2.23,14:20
12856702,32723,5/26/2023,57.5,0.66,20:11
fnhqoyuj3254@team9b.com,32724,5/26/2023,57.5,4.75,20:37
hzeongix0241@mojang.com,32725,5/26/2023,12.5,4.23,19:07
blmqchbj1685@gmail.com,32726,5/26/2023,10,0.64,18:07
86349856,32727,5/26/2023,12.5,4.66,11:06
nddaftql1388@yahoo.com,32728,5/26/2023,52.5,1.98,16:46
26260554,32729,5/26/2023,12.5,3.06,17:50
70544231,32730,5/26/2023,35,3.93,14:17
15210904,32731,5/26/2023,30,3.08,20:13
bstibhih7500@microsoft.com,32732,5/26/2023,22.5,4.89,14:06
gvnebals4363@microsoft.com,32733,5/26/2023,60,2.98,22:02
fqngrbru7263@yahoo.com,32734,5/26/2023,47.5,3.43,15:06
mpepbmgq3917@tamu.com,32735,5/26/2023,55,0.94,20:54
miqyozhi2562@gongcha.com,32736,5/26/2023,35,1.47,14:55
botlwdwc8212@gongcha.com,32737,5/26/2023,10,3.68,13:26
58680153,32738,5/26/2023,35,3.73,16:12
28488312,32739,5/26/2023,32.5,4.4,11:17
evbcmjsk8537@amazon.com,32740,5/26/2023,32.5,0.53,17:54
gvnebals4363@microsoft.com,32741,5/26/2023,22.5,1,16:36
15210904,32742,5/26/2023,30,3.54,21:13
45823849,32743,5/26/2023,12.5,3.25,21:08
28488312,32744,5/26/2023,32.5,3.95,18:10
91143424,32745,5/26/2023,10,2.16,15:43
qddpnwur1048@youtube.com,32746,5/26/2023,52.5,3.19,15:15
dxaenkpu3299@amazon.com,32747,5/26/2023,35,1.3,15:45
mvwpqozi8212@amazon.com,32748,5/26/2023,32.5,2.36,22:03
mewnnrbr6327@team9b.com,32749,5/26/2023,32.5,1.42,17:27
28488312,32750,5/26/2023,55,3.64,12:36
02212372,32751,5/26/2023,57.5,2.19,11:54
mewnnrbr6327@team9b.com,32752,5/26/2023,10,3.03,13:58
15210904,32753,5/26/2023,10,4.54,22:07
hzeongix0241@mojang.com,32754,5/26/2023,35,0.13,19:08
nddaftql1388@yahoo.com,32755,5/26/2023,42.5,4.97,19:52
qddpnwur1048@youtube.com,32756,5/26/2023,12.5,2.54,20:51
bzfegiox1878@microsoft.com,32757,5/26/2023,45,0.42,21:01
uzgolapa6273@hotmail.com,32758,5/26/2023,55,0.74,16:40
71854166,32759,5/26/2023,20,0.68,15:34
gvnebals4363@microsoft.com,32760,5/26/2023,12.5,0.65,17:56
17958049,32761,5/26/2023,12.5,1.53,12:57
36309511,32762,5/26/2023,10,3.18,14:54
12856702,32763,5/26/2023,47.5,4.71,14:45
cbxdmrtx1642@gmail.com,32764,5/26/2023,35,2.63,16:54
68164488,32765,5/26/2023,12.5,3.13,19:51
wscfsmmm9270@team9b.com,32766,5/26/2023,20,2.02,20:18
ksivzavk0512@outlook.com,32767,5/26/2023,60,1.77,12:57
gtkvyvui9206@tamu.com,32768,5/26/2023,20,1.56,16:49
99346498,32769,5/26/2023,57.5,1.76,19:01
drlcxzwq8511@outlook.com,32770,5/26/2023,32.5,0.25,18:49
lulymimp4994@microsoft.com,32771,5/26/2023,10,1.2,19:38
dxaenkpu3299@amazon.com,32772,5/26/2023,10,3.64,18:41
iuaaeaiu9436@yahoo.com,32773,5/26/2023,10,2.09,11:08
xbkpyhhg8751@tamu.com,32774,5/26/2023,45,0.95,15:33
65573512,32775,5/26/2023,30,3.29,15:51
36309511,32776,5/26/2023,12.5,1.3,17:32
bzfegiox1878@microsoft.com,32777,5/26/2023,22.5,1.17,15:29
55318110,32778,5/26/2023,62.5,1.53,21:55
cbxdmrtx1642@gmail.com,32779,5/26/2023,42.5,1.33,20:15
gvnebals4363@microsoft.com,32780,5/26/2023,22.5,3.5,13:26
tjarunxo4546@amazon.com,32781,5/26/2023,47.5,3.84,17:00
tnleamow3456@tamu.com,32782,5/26/2023,50,0.59,19:56
68467298,32783,5/26/2023,57.5,1.32,11:05
88744860,32784,5/26/2023,42.5,3.83,17:57
bzfegiox1878@microsoft.com,32785,5/26/2023,45,4.14,20:51
26260554,32786,5/26/2023,47.5,3.06,15:14
70544231,32787,5/26/2023,45,0.71,11:08
86349856,32788,5/26/2023,60,1.81,17:14
99346498,32789,5/26/2023,35,3.06,20:04
86349856,32790,5/26/2023,55,0.52,15:22
blmqchbj1685@gmail.com,32791,5/26/2023,42.5,4.52,17:27
leglzlao5328@mojang.com,32792,5/26/2023,55,1.7,21:20
nmkidoym9408@gongcha.com,32793,5/26/2023,55,2.66,12:33
pjzswqpn6865@mojang.com,32794,5/26/2023,32.5,1.38,20:53
wlmomoox5344@yahoo.com,32795,5/26/2023,32.5,4.57,19:28
uequjkrd7690@hotmail.com,32796,5/26/2023,12.5,4.77,13:49
mpepbmgq3917@tamu.com,32797,5/26/2023,35,2.56,15:52
eouqsbuj0665@mojang.com,32798,5/26/2023,35,1.04,14:24
vdfmxaps8903@microsoft.com,32799,5/26/2023,20,1.13,13:34
wlmomoox5344@yahoo.com,32800,5/26/2023,25,0.9,19:13
54315149,32801,5/26/2023,32.5,0.99,16:23
zrzmjytq5017@team9b.com,32802,5/26/2023,12.5,3.93,22:50
hzeongix0241@mojang.com,32803,5/26/2023,32.5,3.1,15:15
bqameafc6423@microsoft.com,32804,5/26/2023,40,3.56,16:12
fnhqoyuj3254@team9b.com,32805,5/26/2023,37.5,0.07,12:57
ksivzavk0512@outlook.com,32806,5/26/2023,25,1.6,16:30
nddaftql1388@yahoo.com,32807,5/26/2023,35,0.09,19:30
iuaaeaiu9436@yahoo.com,32808,5/26/2023,47.5,0.83,14:07
tzerdgmu7305@hotmail.com,32809,5/26/2023,57.5,3.15,15:55
yzmbdcsd4318@outlook.com,32810,5/26/2023,25,1.43,13:58
mewnnrbr6327@team9b.com,32811,5/26/2023,20,3.01,19:07
evbcmjsk8537@amazon.com,32812,5/26/2023,22.5,4.4,15:02
xbkpyhhg8751@tamu.com,32813,5/26/2023,37.5,1.5,16:31
gvnebals4363@microsoft.com,32814,5/26/2023,45,0.38,16:09
88744860,32815,5/26/2023,35,0.79,22:03
91143424,32816,5/26/2023,45,4.9,12:10
44395718,32817,5/26/2023,10,2.36,16:44
54315149,32818,5/26/2023,12.5,0.23,16:59
zrzmjytq5017@team9b.com,32819,5/26/2023,45,4.2,19:01
53597775,32820,5/26/2023,10,0.37,16:03
bzfegiox1878@microsoft.com,32821,5/26/2023,10,3.87,20:53
lwfpmjdl4255@outlook.com,32822,5/26/2023,12.5,4.36,12:43
68467298,32823,5/26/2023,32.5,0.62,13:22
34172948,32824,5/26/2023,35,0.56,22:40
mvwpqozi8212@amazon.com,32825,5/26/2023,25,2.84,15:37
09166541,32826,5/26/2023,42.5,4.38,18:07
fnhqoyuj3254@team9b.com,32827,5/26/2023,22.5,1.21,22:28
gtkvyvui9206@tamu.com,32828,5/26/2023,45,1.12,12:21
yzmbdcsd4318@outlook.com,32829,5/26/2023,30,1.68,15:13
evbcmjsk8537@amazon.com,32830,5/26/2023,37.5,2.23,21:01
bstibhih7500@microsoft.com,32831,5/26/2023,20,2.18,16:47
17958049,32832,5/26/2023,52.5,4.47,12:57
nkhvynwi0877@gmail.com,32833,5/26/2023,25,4.37,18:06
ydylbckb5048@gongcha.com,32834,5/26/2023,60,1.39,18:59
09404152,32835,5/26/2023,12.5,0.73,18:27
uzgolapa6273@hotmail.com,32836,5/26/2023,25,3.85,16:08
hnwdoktm2681@gmail.com,32837,5/26/2023,55,4.21,14:55
hzzhsywz9701@tamu.com,32838,5/26/2023,57.5,4.23,19:46
evbcmjsk8537@amazon.com,32839,5/26/2023,35,0.62,17:15
68467298,32840,5/26/2023,22.5,0.47,18:12
acnwixtn4093@gmail.com,32841,5/26/2023,22.5,3.95,16:03
wlmomoox5344@yahoo.com,32842,5/26/2023,55,2.55,13:37
mvwpqozi8212@amazon.com,32843,5/26/2023,57.5,3.68,19:58
36309511,32844,5/26/2023,32.5,1.54,14:20
wscfsmmm9270@team9b.com,32845,5/26/2023,55,4.66,15:27
86349856,32846,5/26/2023,52.5,3.79,16:13
nddaftql1388@yahoo.com,32847,5/27/2023,45,1.46,13:34
xbkpyhhg8751@tamu.com,32848,5/27/2023,10,2.21,17:42
26475312,32849,5/27/2023,55,4.23,14:46
wscfsmmm9270@team9b.com,32850,5/27/2023,52.5,2.01,11:34
dxaenkpu3299@amazon.com,32851,5/27/2023,55,2.35,13:40
blmqchbj1685@gmail.com,32852,5/27/2023,57.5,0.31,14:53
eyewjyqo6396@team9b.com,32853,5/27/2023,37.5,1.97,18:04
mvwpqozi8212@amazon.com,32854,5/27/2023,55,3.62,15:16
88223286,32855,5/27/2023,20,1.16,17:42
evbcmjsk8537@amazon.com,32856,5/27/2023,47.5,4.85,20:44
22079174,32857,5/27/2023,12.5,1.02,12:14
28488312,32858,5/27/2023,45,4.27,16:28
gmlfplgb5415@amongus.com,32859,5/27/2023,12.5,0.51,18:20
88744860,32860,5/27/2023,37.5,2.89,16:58
hzeongix0241@mojang.com,32861,5/27/2023,35,0.65,15:39
26260554,32862,5/27/2023,20,3.61,16:03
nkhvynwi0877@gmail.com,32863,5/27/2023,50,2.09,17:31
csgjhmmq6539@tamu.com,32864,5/27/2023,42.5,1.6,15:23
evbcmjsk8537@amazon.com,32865,5/27/2023,45,3.74,15:51
knrlplvg2781@yahoo.com,32866,5/27/2023,45,0.52,18:32
97939309,32867,5/27/2023,47.5,3.97,22:30
88744860,32868,5/27/2023,10,0.62,14:02
poeldyyi5038@yahoo.com,32869,5/27/2023,57.5,1.27,21:08
iuaaeaiu9436@yahoo.com,32870,5/27/2023,50,1.4,17:56
86349856,32871,5/27/2023,25,1.15,11:22
44395718,32872,5/27/2023,52.5,3.93,15:57
erannexm9730@hotmail.com,32873,5/27/2023,32.5,3.3,12:19
65573512,32874,5/27/2023,47.5,3.16,18:38
gvnebals4363@microsoft.com,32875,5/27/2023,10,2.7,19:28
rpuuikvb0197@youtube.com,32876,5/27/2023,60,1.98,20:39
uequjkrd7690@hotmail.com,32877,5/27/2023,32.5,4.26,16:50
65573512,32878,5/27/2023,45,4.46,20:46
28488312,32879,5/27/2023,30,4.25,11:39
17958049,32880,5/27/2023,20,2.37,11:32
99346498,32881,5/27/2023,10,4.97,16:38
vdfmxaps8903@microsoft.com,32882,5/27/2023,50,4.1,16:41
poeldyyi5038@yahoo.com,32883,5/27/2023,10,2.5,20:06
07559614,32884,5/27/2023,22.5,4.46,14:34
leglzlao5328@mojang.com,32885,5/27/2023,10,3.78,17:05
34172948,32886,5/27/2023,57.5,3.37,20:54
mewnnrbr6327@team9b.com,32887,5/27/2023,47.5,1.8,20:46
86349856,32888,5/27/2023,12.5,0.43,20:09
57341554,32889,5/27/2023,22.5,2.71,14:31
uzgolapa6273@hotmail.com,32890,5/27/2023,47.5,1.85,16:26
nddaftql1388@yahoo.com,32891,5/27/2023,22.5,3.09,16:32
vdfmxaps8903@microsoft.com,32892,5/27/2023,45,2.77,20:07
58680153,32893,5/27/2023,37.5,1.09,18:56
gmlfplgb5415@amongus.com,32894,5/27/2023,32.5,2.74,19:51
89346805,32895,5/27/2023,10,3.89,19:17
hnwdoktm2681@gmail.com,32896,5/27/2023,42.5,0.15,21:26
27368406,32897,5/27/2023,62.5,0.83,15:23
dxaenkpu3299@amazon.com,32898,5/27/2023,32.5,1.66,14:59
miqyozhi2562@gongcha.com,32899,5/27/2023,55,2.86,11:28
lulymimp4994@microsoft.com,32900,5/27/2023,57.5,4.92,13:55
28488312,32901,5/27/2023,55,3.42,18:31
botlwdwc8212@gongcha.com,32902,5/27/2023,57.5,3.73,11:03
fqvfyfez3999@amongus.com,32903,5/27/2023,42.5,4.14,21:58
70544231,32904,5/27/2023,32.5,1.29,18:43
12856702,32905,5/27/2023,25,4.07,11:48
99346498,32906,5/27/2023,10,2.91,12:19
bqxcmhxj0406@yahoo.com,32907,5/27/2023,10,1.76,18:46
91143424,32908,5/27/2023,32.5,2.37,16:34
55318110,32909,5/27/2023,47.5,3.35,20:24
drlcxzwq8511@outlook.com,32910,5/27/2023,25,2.96,15:30
89346805,32911,5/27/2023,22.5,1.9,16:07
tjarunxo4546@amazon.com,32912,5/27/2023,42.5,3.83,12:29
99083877,32913,5/27/2023,35,3.96,11:43
mpepbmgq3917@tamu.com,32914,5/27/2023,35,0.34,20:01
fqvfyfez3999@amongus.com,32915,5/27/2023,35,0.14,17:13
iuaaeaiu9436@yahoo.com,32916,5/27/2023,37.5,2.39,16:15
44395718,32917,5/27/2023,35,0.94,18:35
qhxpyyhy3771@outlook.com,32918,5/27/2023,55,0.78,14:23
lulymimp4994@microsoft.com,32919,5/27/2023,10,4.45,16:25
27368406,32920,5/27/2023,10,3.64,15:32
rpuuikvb0197@youtube.com,32921,5/27/2023,35,1.36,18:07
45823849,32922,5/27/2023,45,0.84,15:32
mpepbmgq3917@tamu.com,32923,5/27/2023,22.5,0.24,19:04
zrzmjytq5017@team9b.com,32924,5/27/2023,57.5,3.5,15:14
nkhvynwi0877@gmail.com,32925,5/27/2023,22.5,2.93,12:39
02212372,32926,5/27/2023,57.5,4.82,12:03
70544231,32927,5/27/2023,25,3.41,19:04
mewnnrbr6327@team9b.com,32928,5/27/2023,10,4.84,19:08
mpepbmgq3917@tamu.com,32929,5/27/2023,12.5,0.78,11:03
tjarunxo4546@amazon.com,32930,5/27/2023,22.5,1.83,20:52
gmlfplgb5415@amongus.com,32931,5/27/2023,12.5,4.5,14:27
55318110,32932,5/27/2023,25,1.23,14:26
csgjhmmq6539@tamu.com,32933,5/27/2023,35,3.49,20:09
99083877,32934,5/27/2023,32.5,4.51,20:59
26260554,32935,5/27/2023,22.5,1.5,12:45
uakripis6880@microsoft.com,32936,5/27/2023,12.5,4.48,13:12
53597775,32937,5/27/2023,47.5,2.95,12:06
bqxcmhxj0406@yahoo.com,32938,5/27/2023,10,1.58,18:33
26260554,32939,5/27/2023,47.5,3.21,21:04
15210904,32940,5/27/2023,10,4.35,18:16
eouqsbuj0665@mojang.com,32941,5/27/2023,55,1.67,11:20
53597775,32942,5/27/2023,35,1.8,21:31
gvnebals4363@microsoft.com,32943,5/27/2023,10,4.53,16:12
fqngrbru7263@yahoo.com,32944,5/27/2023,60,1.4,14:54
yvjrmvxh4164@youtube.com,32945,5/27/2023,50,2.03,17:18
53597775,32946,5/27/2023,57.5,0.38,20:03
bstibhih7500@microsoft.com,32947,5/27/2023,10,3.12,20:56
fqvfyfez3999@amongus.com,32948,5/27/2023,22.5,3.01,17:54
erannexm9730@hotmail.com,32949,5/27/2023,42.5,3.38,22:23
68467298,32950,5/27/2023,12.5,4.15,22:45
fqngrbru7263@yahoo.com,32951,5/27/2023,45,0.12,12:17
22079174,32952,5/27/2023,32.5,4.02,16:34
09404152,32953,5/27/2023,12.5,0.65,15:34
02212372,32954,5/27/2023,35,2.95,12:11
bqameafc6423@microsoft.com,32955,5/27/2023,52.5,4.1,14:55
dxaenkpu3299@amazon.com,32956,5/27/2023,45,2.74,15:56
iuaaeaiu9436@yahoo.com,32957,5/27/2023,25,1.27,19:24
fqvfyfez3999@amongus.com,32958,5/27/2023,22.5,2.18,21:45
28488312,32959,5/27/2023,35,3.03,20:31
99346498,32960,5/27/2023,20,4.14,22:38
36309511,32961,5/27/2023,10,2.42,21:08
bqxcmhxj0406@yahoo.com,32962,5/27/2023,45,3.79,17:13
28488312,32963,5/27/2023,45,0.94,22:33
58680153,32964,5/27/2023,10,4.43,14:32
68467298,32965,5/27/2023,32.5,2.78,14:18
sakwrvhs8207@tamu.com,32966,5/27/2023,57.5,0.71,16:29
csgjhmmq6539@tamu.com,32967,5/27/2023,35,4.38,15:26
qddpnwur1048@youtube.com,32968,5/27/2023,42.5,2.18,14:50
88223286,32969,5/27/2023,55,4.77,11:17
poeldyyi5038@yahoo.com,32970,5/27/2023,35,4.24,11:34
fqvfyfez3999@amongus.com,32971,5/27/2023,30,4.53,18:11
88223286,32972,5/27/2023,22.5,2.44,18:35
88744860,32973,5/27/2023,20,4.39,15:52
lwfpmjdl4255@outlook.com,32974,5/27/2023,10,3.43,12:39
pjzswqpn6865@mojang.com,32975,5/27/2023,30,3.4,15:20
fqngrbru7263@yahoo.com,32976,5/27/2023,22.5,4.59,17:10
eouqsbuj0665@mojang.com,32977,5/27/2023,12.5,4.51,19:55
tjarunxo4546@amazon.com,32978,5/27/2023,55,2.39,22:27
fqngrbru7263@yahoo.com,32979,5/27/2023,60,0.58,11:29
26475312,32980,5/27/2023,32.5,4.34,13:50
lulymimp4994@microsoft.com,32981,5/27/2023,55,1.32,19:32
fqngrbru7263@yahoo.com,32982,5/27/2023,62.5,1.48,16:02
gvnebals4363@microsoft.com,32983,5/27/2023,22.5,3.62,17:56
wlmomoox5344@yahoo.com,32984,5/27/2023,55,3.78,22:56
57341554,32985,5/27/2023,22.5,3.73,11:28
ydylbckb5048@gongcha.com,32986,5/27/2023,60,1.43,13:43
97939309,32987,5/27/2023,47.5,4.77,11:22
nkhvynwi0877@gmail.com,32988,5/27/2023,35,3.72,14:00
ksivzavk0512@outlook.com,32989,5/27/2023,12.5,0.15,15:18
68467298,32990,5/27/2023,37.5,1.8,21:54
44395718,32991,5/27/2023,42.5,1.32,12:58
63252884,32992,5/27/2023,45,0.19,20:43
77235905,32993,5/27/2023,45,3.01,21:44
22079174,32994,5/27/2023,20,4.42,20:47
22079174,32995,5/27/2023,47.5,4.07,15:57
97465710,32996,5/27/2023,32.5,0.21,19:42
uzgolapa6273@hotmail.com,32997,5/27/2023,47.5,2.31,12:04
ydylbckb5048@gongcha.com,32998,5/27/2023,32.5,3.49,22:13
nddaftql1388@yahoo.com,32999,5/27/2023,47.5,0.59,18:48
34172948,33000,5/27/2023,22.5,4.34,20:34
nddaftql1388@yahoo.com,33001,5/27/2023,37.5,0.43,12:45
